hidden_layer_dim = 18
learning_rate = 1.5e-05
minibatch_size = 100
num_train_samples_per_sweep = 259308
num_test_samples = 2646
Minibatch: 0, Loss: 40180.4900, Error: 4018049.00% 
Minibatch: 500, Loss: 9811.6588, Error: 981165.88% 
Minibatch: 1000, Loss: 1822.1483, Error: 182214.83% 
Minibatch: 1500, Loss: 929.1722, Error: 92917.22% 
Minibatch: 2000, Loss: 441.2669, Error: 44126.69% 
Minibatch: 2500, Loss: 425.8965, Error: 42589.65% 
Minibatch: 3000, Loss: 345.0096, Error: 34500.96% 
Minibatch: 3500, Loss: 342.9242, Error: 34292.42% 
Minibatch: 4000, Loss: 344.1584, Error: 34415.84% 
Minibatch: 4500, Loss: 660.5171, Error: 66051.71% 
Minibatch: 5000, Loss: 402.1616, Error: 40216.16% 
Minibatch: 5500, Loss: 371.3386, Error: 37133.86% 
Minibatch: 6000, Loss: 333.7486, Error: 33374.86% 
Minibatch: 6500, Loss: 344.9097, Error: 34490.97% 
Minibatch: 7000, Loss: 428.7427, Error: 42874.27% 
Minibatch: 7500, Loss: 276.4695, Error: 27646.95% 
Minibatch: 8000, Loss: 290.9552, Error: 29095.52% 
Minibatch: 8500, Loss: 299.3944, Error: 29939.44% 
Minibatch: 9000, Loss: 331.7721, Error: 33177.21% 
Minibatch: 9500, Loss: 381.1039, Error: 38110.39% 
Minibatch: 10000, Loss: 356.4610, Error: 35646.10% 
Minibatch: 10500, Loss: 306.8321, Error: 30683.21% 
Minibatch: 11000, Loss: 342.4117, Error: 34241.17% 
Minibatch: 11500, Loss: 332.3186, Error: 33231.86% 
Minibatch: 12000, Loss: 279.9250, Error: 27992.50% 
Minibatch: 12500, Loss: 344.8989, Error: 34489.89% 
Minibatch: 13000, Loss: 568.7498, Error: 56874.98% 
Minibatch: 13500, Loss: 337.1927, Error: 33719.27% 
Minibatch: 14000, Loss: 304.1954, Error: 30419.54% 
Minibatch: 14500, Loss: 354.3136, Error: 35431.36% 
Minibatch: 15000, Loss: 228.9809, Error: 22898.09% 
Minibatch: 15500, Loss: 382.4843, Error: 38248.43% 
Minibatch: 16000, Loss: 305.4504, Error: 30545.04% 
Minibatch: 16500, Loss: 390.9731, Error: 39097.31% 
Minibatch: 17000, Loss: 350.4821, Error: 35048.21% 
Minibatch: 17500, Loss: 291.9242, Error: 29192.42% 
Minibatch: 18000, Loss: 451.0476, Error: 45104.76% 
Minibatch: 18500, Loss: 299.9391, Error: 29993.91% 
Minibatch: 19000, Loss: 278.0130, Error: 27801.30% 
Minibatch: 19500, Loss: 406.5271, Error: 40652.71% 
Minibatch: 20000, Loss: 498.1481, Error: 49814.81% 
Minibatch: 20500, Loss: 551.5208, Error: 55152.08% 
Minibatch: 21000, Loss: 284.4396, Error: 28443.96% 
Minibatch: 21500, Loss: 384.4396, Error: 38443.96% 
Minibatch: 22000, Loss: 254.9319, Error: 25493.19% 
Minibatch: 22500, Loss: 433.2863, Error: 43328.63% 
Minibatch: 23000, Loss: 390.3145, Error: 39031.45% 
Minibatch: 23500, Loss: 351.9141, Error: 35191.41% 
Minibatch: 24000, Loss: 299.8490, Error: 29984.90% 
Minibatch: 24500, Loss: 402.1467, Error: 40214.67% 
Minibatch: 25000, Loss: 239.1435, Error: 23914.35% 
Minibatch: 25500, Loss: 440.0530, Error: 44005.30% 
Label-Feature Diff = [13.0, 22.0, 6.0]
Label - Predict Diff = [11.0, 10.0, 19.0]

Label-Feature Diff = [12.0, 21.0, 5.0]
Label - Predict Diff = [10.0, 10.0, 18.0]

Label-Feature Diff = [12.0, 21.0, 5.0]
Label - Predict Diff = [10.0, 10.0, 18.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label - Predict Diff = [14.0, 13.0, 22.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label - Predict Diff = [14.0, 13.0, 22.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label - Predict Diff = [14.0, 13.0, 22.0]

Label-Feature Diff = [16.0, 25.0, 9.0]
Label - Predict Diff = [14.0, 13.0, 22.0]

Label-Feature Diff = [15.0, 24.0, 8.0]
Label - Predict Diff = [13.0, 12.0, 21.0]

