hidden_layer_dim = 24
learning_rate = [0.0002]*1000000 + [0.00002]*500000 + [0.00001]*500000 + [0.000005]*155248
minibatch_size = 300
num_train_samples_per_sweep = 2155248
num_test_samples = 538812
Minibatch: 0, Loss: 64412.3000, Error: 6441230.00% 
Minibatch: 500, Loss: 403.2443, Error: 40324.43% 
Minibatch: 1000, Loss: 362.3969, Error: 36239.69% 
Minibatch: 1500, Loss: 306.5933, Error: 30659.33% 
Minibatch: 2000, Loss: 510.5672, Error: 51056.72% 
Minibatch: 2500, Loss: 364.3453, Error: 36434.53% 
Minibatch: 3000, Loss: 368.4114, Error: 36841.14% 
Minibatch: 3500, Loss: 323.2885, Error: 32328.85% 
Minibatch: 4000, Loss: 295.7679, Error: 29576.79% 
Minibatch: 4500, Loss: 356.2323, Error: 35623.23% 
Minibatch: 5000, Loss: 410.7409, Error: 41074.09% 
Minibatch: 5500, Loss: 398.1545, Error: 39815.45% 
Minibatch: 6000, Loss: 310.6929, Error: 31069.29% 
Minibatch: 6500, Loss: 263.6912, Error: 26369.12% 
Minibatch: 7000, Loss: 377.9712, Error: 37797.12% 
Minibatch: 7500, Loss: 332.0442, Error: 33204.42% 
Minibatch: 8000, Loss: 336.1725, Error: 33617.25% 
Minibatch: 8500, Loss: 315.6211, Error: 31562.11% 
Minibatch: 9000, Loss: 316.2045, Error: 31620.45% 
Minibatch: 9500, Loss: 313.3267, Error: 31332.67% 
Minibatch: 10000, Loss: 277.6585, Error: 27765.85% 
Minibatch: 10500, Loss: 365.5909, Error: 36559.09% 
Minibatch: 11000, Loss: 332.4924, Error: 33249.24% 
Minibatch: 11500, Loss: 302.8585, Error: 30285.85% 
Minibatch: 12000, Loss: 368.9772, Error: 36897.72% 
Minibatch: 12500, Loss: 411.6253, Error: 41162.53% 
Minibatch: 13000, Loss: 314.2521, Error: 31425.21% 
Minibatch: 13500, Loss: 312.3582, Error: 31235.82% 
Minibatch: 14000, Loss: 332.7309, Error: 33273.09% 
Minibatch: 14500, Loss: 319.3329, Error: 31933.29% 
Minibatch: 15000, Loss: 438.3355, Error: 43833.55% 
Minibatch: 15500, Loss: 400.0132, Error: 40001.32% 
Minibatch: 16000, Loss: 344.1792, Error: 34417.92% 
Minibatch: 16500, Loss: 318.2584, Error: 31825.84% 
Minibatch: 17000, Loss: 282.3901, Error: 28239.01% 
Minibatch: 17500, Loss: 433.2939, Error: 43329.39% 
Minibatch: 18000, Loss: 293.9305, Error: 29393.05% 
Minibatch: 18500, Loss: 538.4453, Error: 53844.53% 
Minibatch: 19000, Loss: 310.4540, Error: 31045.40% 
