hidden_layer_dim = 18
learning_rate = [0.0002]*1000000 + [0.00002]*500000 + [0.00001]*500000 + [0.000005]*189808
minibatch_size = 300
num_train_samples_per_sweep = 2189808
num_test_samples = 547452
Minibatch: 0, Loss: 43020.1967, Error: 4302019.67% 
Minibatch: 500, Loss: 363.9408, Error: 36394.08% 
Minibatch: 1000, Loss: 402.6724, Error: 40267.24% 
Minibatch: 1500, Loss: 336.6531, Error: 33665.31% 
Minibatch: 2000, Loss: 396.2477, Error: 39624.77% 
Minibatch: 2500, Loss: 301.1003, Error: 30110.03% 
Minibatch: 3000, Loss: 450.5798, Error: 45057.98% 
Minibatch: 3500, Loss: 322.0738, Error: 32207.38% 
Minibatch: 4000, Loss: 359.1581, Error: 35915.81% 
Minibatch: 4500, Loss: 387.2936, Error: 38729.36% 
Minibatch: 5000, Loss: 351.0103, Error: 35101.03% 
Minibatch: 5500, Loss: 304.8545, Error: 30485.45% 
Minibatch: 6000, Loss: 346.3223, Error: 34632.23% 
Minibatch: 6500, Loss: 329.8397, Error: 32983.97% 
Minibatch: 7000, Loss: 356.7451, Error: 35674.51% 
Minibatch: 7500, Loss: 349.6742, Error: 34967.42% 
Minibatch: 8000, Loss: 365.1165, Error: 36511.65% 
Minibatch: 8500, Loss: 351.3274, Error: 35132.74% 
Minibatch: 9000, Loss: 360.1772, Error: 36017.72% 
Minibatch: 9500, Loss: 328.7873, Error: 32878.73% 
Minibatch: 10000, Loss: 332.3483, Error: 33234.83% 
Minibatch: 10500, Loss: 327.1405, Error: 32714.05% 
Minibatch: 11000, Loss: 323.0282, Error: 32302.82% 
Minibatch: 11500, Loss: 324.3844, Error: 32438.44% 
Minibatch: 12000, Loss: 247.3761, Error: 24737.61% 
Minibatch: 12500, Loss: 384.2062, Error: 38420.62% 
Minibatch: 13000, Loss: 391.2612, Error: 39126.12% 
Minibatch: 13500, Loss: 290.3728, Error: 29037.28% 
Minibatch: 14000, Loss: 322.3528, Error: 32235.28% 
Minibatch: 14500, Loss: 414.7888, Error: 41478.88% 
Minibatch: 15000, Loss: 342.1004, Error: 34210.04% 
Minibatch: 15500, Loss: 299.6946, Error: 29969.46% 
Minibatch: 16000, Loss: 322.5814, Error: 32258.14% 
Minibatch: 16500, Loss: 342.8954, Error: 34289.54% 
Minibatch: 17000, Loss: 341.1061, Error: 34110.61% 
Minibatch: 17500, Loss: 328.8612, Error: 32886.12% 
Minibatch: 18000, Loss: 278.2038, Error: 27820.38% 
Minibatch: 18500, Loss: 318.2173, Error: 31821.73% 
Minibatch: 19000, Loss: 330.6002, Error: 33060.02% 
Minibatch: 19500, Loss: 298.8800, Error: 29888.00% 
Minibatch: 20000, Loss: 352.6838, Error: 35268.38% 
Minibatch: 20500, Loss: 336.7182, Error: 33671.82% 
Minibatch: 21000, Loss: 306.7456, Error: 30674.56% 
Minibatch: 21500, Loss: 294.6843, Error: 29468.43% 
Minibatch: 22000, Loss: 296.4784, Error: 29647.84% 
Minibatch: 22500, Loss: 318.9082, Error: 31890.82% 
Minibatch: 23000, Loss: 288.6086, Error: 28860.86% 
Minibatch: 23500, Loss: 317.0041, Error: 31700.41% 
Minibatch: 24000, Loss: 326.7269, Error: 32672.69% 
Minibatch: 24500, Loss: 309.5247, Error: 30952.47% 
Minibatch: 25000, Loss: 321.7520, Error: 32175.20% 
Minibatch: 25500, Loss: 326.3755, Error: 32637.55% 
Minibatch: 26000, Loss: 352.2154, Error: 35221.54% 
Minibatch: 26500, Loss: 335.4781, Error: 33547.81% 
Minibatch: 27000, Loss: 319.4105, Error: 31941.05% 
Minibatch: 27500, Loss: 350.0529, Error: 35005.29% 
Minibatch: 28000, Loss: 305.9024, Error: 30590.24% 
Minibatch: 28500, Loss: 337.8946, Error: 33789.46% 
Minibatch: 29000, Loss: 351.7851, Error: 35178.51% 
Minibatch: 29500, Loss: 404.7903, Error: 40479.03% 
Minibatch: 30000, Loss: 329.5451, Error: 32954.51% 
Minibatch: 30500, Loss: 331.9339, Error: 33193.39% 
Minibatch: 31000, Loss: 323.1145, Error: 32311.45% 
Minibatch: 31500, Loss: 282.0190, Error: 28201.90% 
Minibatch: 32000, Loss: 293.0977, Error: 29309.77% 
Minibatch: 32500, Loss: 325.6668, Error: 32566.68% 
Minibatch: 33000, Loss: 317.2170, Error: 31721.70% 
Minibatch: 33500, Loss: 357.1381, Error: 35713.81% 
Minibatch: 34000, Loss: 314.2325, Error: 31423.25% 
Minibatch: 34500, Loss: 318.3413, Error: 31834.13% 
Minibatch: 35000, Loss: 340.4655, Error: 34046.55% 
Minibatch: 35500, Loss: 328.6733, Error: 32867.33% 
Minibatch: 36000, Loss: 330.3923, Error: 33039.23% 
Minibatch: 36500, Loss: 322.1606, Error: 32216.06% 
Minibatch: 37000, Loss: 321.5927, Error: 32159.27% 
Minibatch: 37500, Loss: 368.4360, Error: 36843.60% 
Minibatch: 38000, Loss: 318.9346, Error: 31893.46% 
